country,band,value,year
Lithuania,1800,0,2011
Lithuania,2100,0,2011
Lithuania,2300,0,2011
Lithuania,2600,0,2011
Lithuania,3400,0,2011
Lithuania,3600,0,2011
Macedonia FYR,700,0,2011
Macedonia FYR,800,0,2011
Macedonia FYR,900,0,2011
Macedonia FYR,1500,0,2011
Macedonia FYR,1800,0,2011
Macedonia FYR,2100,0,2011
Macedonia FYR,2300,0,2011
Macedonia FYR,2600,0,2011
Macedonia FYR,3400,0,2011
Macedonia FYR,3600,0,2011
Malaysia,700,0,2011
Malaysia,800,0,2011
Malaysia,900,0,2011
Malaysia,1500,0,2011
Malaysia,1800,0,2011
Malaysia,2100,0,2011
Malaysia,2300,0,2011
Malaysia,2600,0,2011
Malaysia,3400,0,2011
Malaysia,3600,0,2011
Malta,700,0,2011
Malta,800,0,2011
Malta,900,0,2011
Malta,1500,0,2011
Malta,1800,0,2011
Malta,2100,0,2011
Malta,2300,0,2011
Malta,2600,0,2011
Malta,3400,0,2011
Malta,3600,0,2011
Moldova,700,0,2011
Moldova,800,0,2011
Moldova,900,0,2011
Moldova,1500,0,2011
Moldova,1800,0,2011
Moldova,2100,0,2011
Moldova,2300,0,2011
Moldova,2600,0,2011
Moldova,3400,0,2011
Moldova,3600,0,2011
Morocco,700,0,2011
Morocco,800,0,2011
Morocco,900,0,2011
Morocco,1500,0,2011
Morocco,1800,0,2011
Morocco,2100,0,2011
Morocco,2300,0,2011
Morocco,2600,0,2011
Morocco,3400,0,2011
Morocco,3600,0,2011
Mozambique,700,0,2011
Mozambique,800,0,2011
Mozambique,900,0.038565731,2011
Mozambique,1500,0,2011
Mozambique,1800,0,2011
Mozambique,2100,0,2011
Mozambique,2300,0,2011
Mozambique,2600,0,2011
Mozambique,3400,0,2011
Mozambique,3600,0,2011
Netherlands,700,0,2011
Netherlands,800,0,2011
Netherlands,900,0,2011
Netherlands,1500,0,2011
Netherlands,1800,0,2011
Netherlands,2100,0,2011
Netherlands,2300,0,2011
Netherlands,2600,0,2011
Netherlands,3400,0,2011
Netherlands,3600,0,2011
New Zealand,700,0,2011
New Zealand,800,0,2011
New Zealand,900,0,2011
New Zealand,1500,0,2011
New Zealand,1800,0,2011
New Zealand,2100,0,2011
New Zealand,2300,0,2011
New Zealand,2600,0,2011
New Zealand,3400,0,2011
New Zealand,3600,0,2011
Nigeria,700,0,2011
Nigeria,800,0,2011
Nigeria,900,0,2011
Nigeria,1500,0,2011
Nigeria,1800,0,2011
Nigeria,2100,0,2011
Nigeria,2300,0,2011
Nigeria,2600,0,2011
Nigeria,3400,0,2011
Nigeria,3600,0,2011
Norway,700,0,2011
Norway,800,0,2011
Norway,900,0,2011
Norway,1500,0,2011
Norway,1800,0,2011
Norway,2100,0,2011
Norway,2300,0,2011
Norway,2600,0,2011
Norway,3400,0,2011
Norway,3600,0,2011
Pakistan,700,0,2011
Pakistan,800,0,2011
Pakistan,900,0,2011
Pakistan,1500,0,2011
Pakistan,1800,0,2011
Pakistan,2100,0,2011
Pakistan,2300,0,2011
Pakistan,2600,0,2011
Pakistan,3400,0,2011
Pakistan,3600,0,2011
Peru,700,0,2011
Peru,800,0,2011
Peru,900,0,2011
Peru,1500,0,2011
Peru,1800,0,2011
Peru,2100,0,2011
Peru,2300,0,2011
Peru,2600,0,2011
Peru,3400,0,2011
Peru,3600,0,2011
Poland,700,0,2011
Poland,800,0,2011
Poland,900,0,2011
Poland,1500,0,2011
Poland,1800,0,2011
Poland,2100,0,2011
Poland,2300,0,2011
Poland,2600,0,2011
Poland,3400,0,2011
Poland,3600,0,2011
Portugal,700,0,2011
Portugal,800,0.671184672,2011
Portugal,900,0.447456448,2011
Portugal,1500,0,2011
Portugal,1800,0.05966086,2011
Portugal,2100,0,2011
Portugal,2300,0,2011
Portugal,2600,0.044745645,2011
Portugal,3400,0,2011
Portugal,3600,0,2011
Romania,700,0,2011
Romania,800,0,2011
Romania,900,0,2011
Romania,1500,0,2011
Romania,1800,0,2011
Romania,2100,0,2011
Romania,2300,0,2011
Romania,2600,0,2011
Romania,3400,0,2011
Romania,3600,0,2011
Russian Federation,700,0,2011
Russian Federation,800,0,2011
Russian Federation,900,0,2011
Russian Federation,1500,0,2011
Russian Federation,1800,0,2011
Russian Federation,2100,0,2011
Russian Federation,2300,0,2011
Russian Federation,2600,0,2011
Russian Federation,3400,0,2011
Russian Federation,3600,0,2011
Serbia,700,0,2011
Serbia,800,0,2011
Serbia,900,0,2011
Serbia,1500,0,2011
Serbia,1800,0,2011
Serbia,2100,0,2011
Serbia,2300,0,2011
Serbia,2600,0,2011
Serbia,3400,0,2011
Serbia,3600,0,2011
Singapore,700,0,2011
Singapore,800,0,2011
Singapore,900,0,2011
Singapore,1500,0,2011
Singapore,1800,0.513216023,2011
Singapore,2100,0,2011
Singapore,2300,0,2011
Singapore,2600,0,2011
Singapore,3400,0,2011
Singapore,3600,0,2011
Slovak Republic,700,0,2011
Slovak Republic,800,0,2011
Slovak Republic,900,0,2011
Slovak Republic,1500,0,2011
Slovak Republic,1800,0,2011
Slovak Republic,2100,0,2011
Slovak Republic,2300,0,2011
Slovak Republic,2600,0,2011
Slovak Republic,3400,0,2011
Slovak Republic,3600,0,2011
Slovenia,700,0,2011
Slovenia,800,0,2011
Slovenia,900,0,2011
Slovenia,1500,0,2011
Slovenia,1800,0,2011
Slovenia,2100,0,2011
Slovenia,2300,0,2011
Slovenia,2600,0,2011
Slovenia,3400,0,2011
Slovenia,3600,0,2011
Spain,700,0,2011
Spain,800,0.688810016,2011
Spain,900,0.527245336,2011
Spain,1500,0,2011
Spain,1800,0.042974422,2011
Spain,2100,0,2011
Spain,2300,0,2011
Spain,2600,0.034264941,2011
Spain,3400,0,2011
Spain,3600,0,2011
Sri Lanka,700,0,2011
Sri Lanka,800,0,2011
Sri Lanka,900,0,2011
Sri Lanka,1500,0,2011
Sri Lanka,1800,0,2011
Sri Lanka,2100,0,2011
Sri Lanka,2300,0,2011
Sri Lanka,2600,0,2011
Sri Lanka,3400,0,2011
Sri Lanka,3600,0,2011
Sweden,700,0,2011
Sweden,800,0.582226476,2011
Sweden,900,0,2011
Sweden,1500,0,2011
Sweden,1800,0.228909554,2011
Sweden,2100,0,2011
Sweden,2300,0,2011
Sweden,2600,0,2011
Sweden,3400,0,2011
Sweden,3600,0,2011
Switzerland,700,0,2011
Switzerland,800,0,2011
Switzerland,900,0,2011
Switzerland,1500,0,2011
Switzerland,1800,0,2011
Switzerland,2100,0,2011
Switzerland,2300,0,2011
Switzerland,2600,0,2011
Switzerland,3400,0,2011
Switzerland,3600,0,2011
Thailand,700,0,2011
Thailand,800,0,2011
Thailand,900,0,2011
Thailand,1500,0,2011
Thailand,1800,0,2011
Thailand,2100,0,2011
Thailand,2300,0,2011
Thailand,2600,0,2011
Thailand,3400,0,2011
Thailand,3600,0,2011
Turkey,700,0,2011
Turkey,800,0,2011
Turkey,900,0,2011
Turkey,1500,0,2011
Turkey,1800,0,2011
Turkey,2100,0,2011
Turkey,2300,0,2011
Turkey,2600,0,2011
Turkey,3400,0,2011
Turkey,3600,0,2011
Ukraine,700,0,2011
Ukraine,800,0,2011
Ukraine,900,0,2011
Ukraine,1500,0,2011
Ukraine,1800,0,2011
Ukraine,2100,0,2011
Ukraine,2300,0,2011
Ukraine,2600,0,2011
Ukraine,3400,0,2011
Ukraine,3600,0,2011
United Kingdom,700,0,2011
United Kingdom,800,0,2011
United Kingdom,900,0,2011
United Kingdom,1500,0,2011
United Kingdom,1800,0,2011
United Kingdom,2100,0,2011
United Kingdom,2300,0,2011
United Kingdom,2600,0,2011
United Kingdom,3400,0,2011
United Kingdom,3600,0,2011
Uruguay,700,0,2011
Uruguay,800,0,2011
Uruguay,900,0,2011
Uruguay,1500,0,2011
Uruguay,1800,0,2011
Uruguay,2100,0,2011
Uruguay,2300,0,2011
Uruguay,2600,0,2011
Uruguay,3400,0,2011
Uruguay,3600,0,2011
